Protein;Np;Young WT 1;Young WT 2;Old WT 1;Old WT 2;Ht pro 1;Ht pro 2;Hm pro 1;Hm pro 2;Mean z Young WT;Mean z Old WT;Mean z Ht pro;Mean z Hm pro;∆ mean z Old WT;∆ mean z Ht pro;∆ mean z Hm pro;P value Old WT;P value Ht pro;P value Hm pro;Change Old WT;Change Ht pro;Change Hm pro;Artifact
>tr|Q3TGI6|Q3TGI6_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Pitpna PE=2 SV=1;1;1.465143645;-1.548947265;2.40431724;2.696466399;2.025489732;1.110867136;-0.342625092;0.784818807;-0.04190181;2.5503918195;1.568178434;0.2210968575;2.5922936295;1.610080244;0.2629986675;0.0356778978956801;0.151976237882915;0.800836067176949;1;1;0;FALSE
>tr|Q3TJ69|Q3TJ69_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Serpinb9b PE=2 SV=1;1;1.121172684;-1.161262203;2.463202555;2.679252991;5.642217288;3.614436406;1.695232577;-1.712218313;-0.0200447595;2.571227773;4.628326847;-0.00849286799999993;2.5912725325;4.6483716065;0.0115518915;0.0850800903866157;0.00859495720377286;0.993141797406663;1;1;0;TRUE
>sp|P63089|PTN_MOUSE Pleiotrophin OS=Mus musculus GN=Ptn PE=1 SV=1;1;2.477718664;-2.951045165;1.481530373;2.978423189;2.3082932;2.159812464;-0.797510852;0.79770332;-0.2366632505;2.229976781;2.234052832;9.62339999999728e-05;2.4666400315;2.4707160825;0.2367594845;0.169694647004874;0.169079813201549;0.887548653448714;1;1;0;FALSE
>sp|Q9CQZ5|NDUA6_MOUSE NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Mus musculus GN=Ndufa6 PE=1 SV=1;4;-0.019508555;-0.119604996;2.591233138;2.130150735;1.687796501;1.997534425;1.475272619;-0.095519158;-0.0695567755;2.3606919365;1.842665463;0.6898767305;2.430248712;1.9122222385;0.759433506;0.00675533120983787;0.0205462598247419;0.277493304789629;1;1;0;FALSE
>sp|P08228|SODC_MOUSE Superoxide dismutase [Cu-Zn] OS=Mus musculus GN=Sod1 PE=1 SV=2;11;1.69208026;-1.537787678;1.546104718;3.443061224;1.551856162;2.98562162;-0.140767926;-0.586278992;0.077146291;2.494582971;2.268738891;-0.363523459;2.41743668;2.1915926;-0.44066975;0.0757210700350709;0.101025326419626;0.71625593663805;1;1;0;FALSE
>sp|Q6PE55|PGFRL_MOUSE Platelet-derived growth factor receptor-like protein OS=Mus musculus GN=Pdgfrl PE=2 SV=1;1;-0.108516586;0.168695959;2.377655551;2.453675496;2.059993204;1.806528849;1.556416806;0.948582382;0.0300896865;2.4156655235;1.9332610265;1.252499594;2.385575837;1.90317134;1.2224099075;0.00211011521255706;0.00698524931350632;0.0466780140579752;1;1;0;FALSE
>sp|Q9Z204|HNRPC_MOUSE Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Mus musculus GN=Hnrnpc PE=1 SV=1;13;2.31876525;-2.518182039;2.732056269;1.798634406;3.138325635;1.619289863;-0.016618456;2.435695099;-0.0997083944999999;2.2653453375;2.378807749;1.2095383215;2.365053732;2.4785161435;1.309246716;0.176838250984597;0.159455835502598;0.433756215404276;1;1;0;FALSE
>sp|P31311|HXA11_MOUSE Homeobox protein Hox-A11 OS=Mus musculus GN=Hoxa11 PE=1 SV=2;1;1.441534304;-1.520011016;1.665807189;2.752146489;3.290362182;1.538988396;0.381901817;1.659086307;-0.039238356;2.208976839;2.414675289;1.020494062;2.248215195;2.453913645;1.059732418;0.0826601079935428;0.0627837095170802;0.372948058604072;1;1;0;FALSE
>sp|Q5U405|TMPSD_MOUSE Transmembrane protease serine 13 OS=Mus musculus GN=Tmprss13 PE=2 SV=2;1;1.237015947;-1.277397611;1.941945401;2.505278226;1.696193444;2.259397861;-0.204898784;-0.077435141;-0.020190832;2.2236118135;1.9777956525;-0.1411669625;2.2438026455;1.9979864845;-0.1209761305;0.0315431908995732;0.0485772206058994;0.88973934192999;1;1;0;FALSE
>tr|E9Q6P8|E9Q6P8_MOUSE Serine/Arginine-related protein 53 OS=Mus musculus GN=Rsrc1 PE=1 SV=1;1;1.815566944;-1.9979752;2.675502213;1.616651029;1.654030297;1.558940413;0.317290396;0.619825161;-0.091204128;2.146076621;1.606485355;0.4685577785;2.237280749;1.697689483;0.5597619065;0.0916875917091226;0.182245210326582;0.640859881001541;1;1;0;FALSE
>sp|Q9DBU6|RSRC1_MOUSE Serine/Arginine-related protein 53 OS=Mus musculus GN=Rsrc1 PE=1 SV=1;1;1.815566944;-1.9979752;2.675502213;1.616651029;1.654030297;1.558940413;0.317290396;0.619825161;-0.091204128;2.146076621;1.606485355;0.4685577785;2.237280749;1.697689483;0.5597619065;0.0916875917091226;0.182245210326582;0.640859881001541;1;1;0;FALSE
>sp|Q9D6R2|IDH3A_MOUSE Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Mus musculus GN=Idh3a PE=1 SV=1;19.5;0.469239272;-0.388813941;2.20166975;2.33561821;2.291341658;1.788014098;1.790284516;0.926076377;0.0402126655;2.26864398;2.039677878;1.3581804465;2.2284313145;1.9994652125;1.317967781;0.00649994582627165;0.0110178926266438;0.0590624646828939;1;1;0;FALSE
>sp|P24472|GSTA4_MOUSE Glutathione S-transferase A4 OS=Mus musculus GN=Gsta4 PE=1 SV=3;5;1.280574573;-1.213185029;2.360169096;2.095628064;2.875608796;1.293435598;0.962285289;0.544265301;0.033694772;2.22789858;2.084522197;0.753275295;2.194203808;2.050827425;0.719580523;0.0478469278532547;0.060336303771847;0.459621215843445;1;1;0;FALSE
>sp|Q91YT0|NDUV1_MOUSE NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Mus musculus GN=Ndufv1 PE=1 SV=1;23;0.378993305;-0.320528795;2.539797865;1.83490542;1.83077552;1.650601495;0.902974327;0.4668955;0.029232255;2.1873516425;1.7406885075;0.6849349135;2.1581193875;1.7114562525;0.6557026585;0.00569394237003739;0.0171575108627368;0.274979116588972;1;1;0;FALSE
>sp|Q8R480|NUP85_MOUSE Nuclear pore complex protein Nup85 OS=Mus musculus GN=Nup85 PE=1 SV=1;1;-0.357779523;0.41208264;0.743985863;3.621971652;-0.190840042;4.851839099;1.484041533;-0.743631753;0.0271515585;2.1829787575;2.3304995285;0.37020489;2.155827199;2.30334797;0.3430533315;0.249379674732892;0.221402879909429;0.847455320520395;1;1;0;FALSE
>sp|Q9CPQ8|ATP5L_MOUSE ATP synthase subunit g, mitochondrial OS=Mus musculus GN=Atp5l PE=1 SV=1;9;0.378173894;-0.365378646;1.731637205;2.487950745;2.531961855;1.049328626;0.859875224;1.353549034;0.00639762400000002;2.109793975;1.7906452405;1.106712129;2.103396351;1.7842476165;1.100314505;0.0177357333092299;0.0348284585618358;0.15227029276443;1;1;0;FALSE
>sp|O54749|CP2J5_MOUSE Cytochrome P450 2J5 OS=Mus musculus GN=Cyp2j5 PE=1 SV=1;1;2.279103815;-2.710780338;1.203981373;2.520810491;2.86062788;1.336914528;0.505278167;1.381662763;-0.2158382615;1.862395932;2.098771204;0.943470465;2.0782341935;2.3146094655;1.1593087265;0.211368210924179;0.169258427247352;0.468440313711511;1;1;0;FALSE
>sp|O70456|1433S_MOUSE 14-3-3 protein sigma OS=Mus musculus GN=Sfn PE=1 SV=2;2;1.249330088;-1.240198787;2.136364646;1.96102308;2.411659353;1.031110544;0.811099759;-0.424987869;0.00456565050000002;2.048693863;1.7213849485;0.193055945;2.0441282125;1.716819298;0.1884902945;0.0667847209144076;0.111665287058423;0.847745359066422;1;1;0;FALSE
>sp|Q91ZZ3|SYUB_MOUSE Beta-synuclein OS=Mus musculus GN=Sncb PE=1 SV=1;4;1.437193666;-1.426233847;1.423199046;2.643059009;2.307867017;2.332676187;1.558772012;0.362838807;0.00547990949999999;2.0331290275;2.320271602;0.9608054095;2.027649118;2.3147916925;0.9553255;0.0809629663991458;0.0527395955051279;0.370049114707189;1;1;0;FALSE
>sp|Q8BW56|GTDC1_MOUSE Glycosyltransferase-like domain-containing protein 1 OS=Mus musculus GN=Gtdc1 PE=2 SV=2;1;3.500180617;-4.937748744;0.557155165;2.048358679;2.204262074;1.461109746;-0.818187866;2.068508823;-0.7187840635;1.302756922;1.83268591;0.6251604785;2.0215409855;2.5514699735;1.343944542;0.434191002318862;0.329763819560206;0.598590584259835;1;1;0;FALSE
>tr|O54994|O54994_MOUSE Sarcoplasmic reticulum Ca2+-ATPase (Fragment) OS=Mus musculus GN=Atp2a2 PE=2 SV=1;1;1.277360569;-1.327394322;1.588013264;2.370709846;1.972015963;1.198963514;1.111255072;0.879382297;-0.0250168765;1.979361555;1.5854897385;0.9953186845;2.0043784315;1.610506615;1.020335561;0.0571352021972865;0.110759220416442;0.286196782385366;1;1;0;FALSE
>tr|Q5M8Q0|Q5M8Q0_MOUSE Ribosomal protein L15 OS=Mus musculus GN=Rpl15 PE=2 SV=1;10;1.161248775;-1.226546683;1.782419776;2.087568791;2.334782144;1.138379961;0.748878394;1.866648108;-0.032648954;1.9349942835;1.7365810525;1.307763251;1.9676432375;1.7692300065;1.340412205;0.0646096705740616;0.0896729745568207;0.179914955690064;1;1;0;FALSE
>sp|B1AS29|GRIK3_MOUSE Glutamate receptor ionotropic, kainate 3 OS=Mus musculus GN=Grik3 PE=1 SV=1;1;0.719612011;-0.690224652;1.66198347;2.296693342;1.504879317;2.015206782;0.450280122;1.394617642;0.0146936795;1.979338406;1.7600430495;0.922448882;1.9646447265;1.74534937;0.9077552025;0.0235440808593914;0.0376124193047355;0.226274996495652;1;1;0;FALSE
>sp|P63017|HSP7C_MOUSE Heat shock cognate 71 kDa protein OS=Mus musculus GN=Hspa8 PE=1 SV=1;42.5;0.952474966;-0.873655271;1.596118011;2.38668275;2.355980193;1.99359055;-0.414413535;-0.226218762;0.0394098475;1.9914003805;2.1747853715;-0.3203161485;1.951990533;2.135375524;-0.359725996;0.0286201621252401;0.0197280956939999;0.62991562430248;1;1;0;FALSE
>sp|P84086|CPLX2_MOUSE Complexin-2 OS=Mus musculus GN=Cplx2 PE=1 SV=1;4;3.440575253;-4.1183361;0.760788637;2.415671844;2.029449167;1.925495033;-0.778881006;1.200512658;-0.3388804235;1.5882302405;1.9774721;0.210815826;1.927110664;2.3163525235;0.5496962495;0.401333113394858;0.318391711591201;0.806305334668108;1;1;0;FALSE
>sp|Q60598|SRC8_MOUSE Src substrate cortactin OS=Mus musculus GN=Cttn PE=1 SV=2;14;1.550685035;-1.55268639;0.99291714;2.797374409;1.245817506;2.18818975;-0.224944975;1.031487577;-0.00100067749999999;1.8951457745;1.717003628;0.403271301;1.896146452;1.7180043055;0.4042719785;0.138302322594377;0.173548881648937;0.73242846576426;1;1;0;FALSE
>sp|P99029|PRDX5_MOUSE Peroxiredoxin-5, mitochondrial OS=Mus musculus GN=Prdx5 PE=1 SV=2;12;0.775266542;-0.616402695;1.870984378;1.964206663;2.326274639;1.738597048;0.412367389;0.730407929;0.0794319235;1.9175955205;2.0324358435;0.571387659;1.838163597;1.95300392;0.4919557355;0.0210341933035695;0.0161693323963695;0.456219141408035;1;1;0;FALSE
>sp|P46096|SYT1_MOUSE Synaptotagmin-1 OS=Mus musculus GN=Syt1 PE=1 SV=1;15;2.443869479;-2.73796963;1.071590581;2.278721446;2.017017081;2.64892631;1.424832879;1.429269673;-0.1470500755;1.6751560135;2.3329716955;1.427051276;1.822206089;2.480021771;1.5741013515;0.260294399950586;0.139154428954027;0.325351345166161;1;1;0;FALSE
>sp|Q9Z1W8|AT12A_MOUSE Potassium-transporting ATPase alpha chain 2 OS=Mus musculus GN=Atp12a PE=1 SV=3;13;0.870881225;-0.991864528;1.445756554;2.072529793;1.895874111;1.807871918;0.011053351;0.418041091;-0.0604916515;1.7591431735;1.8518730145;0.214547221;1.819634825;1.912364666;0.2750388725;0.0367110808917082;0.0302937368787451;0.709899988778333;1;1;0;FALSE
>tr|Q545F5|Q545F5_MOUSE ATP synthase subunit epsilon, mitochondrial OS=Mus musculus GN=Atp5e PE=1 SV=1;3;0.598425556;-0.612906333;2.860333731;0.744849364;2.806966344;0.945517717;1.986780943;0.923734589;-0.00724038849999997;1.8025915475;1.8762420305;1.455257766;1.809831936;1.883482419;1.4624981545;0.105816336962794;0.09464175531165;0.177658570394493;1;1;0;FALSE
>sp|O35381|AN32A_MOUSE Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Mus musculus GN=Anp32a PE=1 SV=1;12;2.951510889;-3.379409895;0.890894882;2.289025212;1.94674411;1.258193614;-0.264602248;2.498234689;-0.213949503;1.589960047;1.602468862;1.1168162205;1.80390955;1.816418365;1.3307657235;0.379816571603404;0.376702844183905;0.511701693566155;1;1;0;FALSE
>tr|Q811L7|Q811L7_MOUSE Heterogeneous nuclear ribonucleoprotein H OS=Mus musculus GN=Hnrnph1 PE=1 SV=2;11;1.376847384;-1.387181539;1.444352436;2.135351728;2.110370491;1.207646932;1.376011205;1.5455294;-0.00516707750000001;1.789852082;1.6590087115;1.4607703025;1.7950191595;1.664175789;1.46593738;0.0912194278802863;0.112604600102622;0.154344235482139;1;1;0;FALSE
>sp|Q99N28|CADM3_MOUSE Cell adhesion molecule 3 OS=Mus musculus GN=Cadm3 PE=1 SV=1;12;2.095769291;-2.178774912;1.976466213;1.466535867;1.839099369;1.296919273;-0.217740403;1.273927869;-0.0415028105000002;1.72150104;1.568009321;0.528093733;1.7630038505;1.6095121315;0.5695965435;0.216161688977688;0.254643673080117;0.674160426622671;1;1;0;FALSE
>sp|P62918|RL8_MOUSE 60S ribosomal protein L8 OS=Mus musculus GN=Rpl8 PE=1 SV=2;9;1.33387575;-1.39160504;1.283175343;2.179474185;2.025081742;1.64310943;0.888187982;1.568598002;-0.028864645;1.731324764;1.834095586;1.228392992;1.760189409;1.862960231;1.257257637;0.095135990965083;0.0805122858050687;0.211340625979283;1;1;0;FALSE
>sp|Q6ZPL9|DDX55_MOUSE ATP-dependent RNA helicase DDX55 OS=Mus musculus GN=Ddx55 PE=1 SV=2;1;0.136824773;-0.075047993;1.269685937;2.264349301;2.350637086;1.71788586;1.05060398;0.412424834;0.03088839;1.767017619;2.034261473;0.731514407;1.736129229;2.003373083;0.700626017;0.0215245194582259;0.0113741531587786;0.275270285530827;1;1;0;FALSE
>sp|O08585|CLCA_MOUSE Clathrin light chain A OS=Mus musculus GN=Clta PE=1 SV=2;10;2.018472338;-2.058144036;1.162970639;2.203650737;1.453267463;2.3209153;0.165928376;1.590336377;-0.0198358489999999;1.683310688;1.8870913815;0.8781323765;1.703146537;1.9069272305;0.8979682255;0.225571236611885;0.180255111839483;0.506584512306841;1;1;0;FALSE
>sp|P62812|GBRA1_MOUSE Gamma-aminobutyric acid receptor subunit alpha-1 OS=Mus musculus GN=Gabra1 PE=1 SV=1;13;1.552958837;-1.588944325;1.461213838;1.906689681;1.800004039;1.776282408;0.6286677;1.939168656;-0.017992744;1.6839517595;1.7881432235;1.283918178;1.7019445035;1.8061359675;1.301910922;0.138779101830474;0.119503557522708;0.242459839165108;1;1;0;FALSE
>sp|Q9CQ92|FIS1_MOUSE Mitochondrial fission 1 protein OS=Mus musculus GN=Fis1 PE=1 SV=1;7;0.795269175;-0.799962126;1.351713273;2.016616561;2.840443135;1.378140912;1.228083189;1.262870936;-0.0023464755;1.684164917;2.1092920235;1.2454770625;1.6865113925;2.111638499;1.247823538;0.0615776839152274;0.0269737815457683;0.14449547462438;1;1;0;FALSE
>sp|Q9CR21|ACPM_MOUSE Acyl carrier protein, mitochondrial OS=Mus musculus GN=Ndufab1 PE=1 SV=1;6;-0.388630867;0.303955981;1.026081062;2.220077756;2.324136714;2.148924391;1.495627779;1.581756911;-0.042337443;1.623079409;2.2365305525;1.538692345;1.665416852;2.2788679955;1.581029788;0.0266420812568224;0.00638000984532684;0.0327479418855018;1;1;0;FALSE
>sp|Q61206|PA1B2_MOUSE Platelet-activating factor acetylhydrolase IB subunit beta OS=Mus musculus GN=Pafah1b2 PE=1 SV=2;7;1.536733256;-1.721039752;1.020027305;2.081211587;3.073939394;2.469388872;0.588302507;0.59537582;-0.092153248;1.550619446;2.771664133;0.5918391635;1.642772694;2.863817381;0.6839924115;0.154693714405493;0.0269051897565088;0.52851387956442;1;1;0;FALSE
>sp|Q9Z2B9|KS6A4_MOUSE Ribosomal protein S6 kinase alpha-4 OS=Mus musculus GN=Rps6ka4 PE=1 SV=2;1;3.377793781;-4.535128309;1.293781228;0.824045413;2.837001552;0.319353063;-1.742851679;-0.349101763;-0.578667264;1.0589133205;1.5781773075;-1.045976721;1.6375805845;2.1568445715;-0.467309457;0.494474264967709;0.373991295493098;0.842981665580842;1;1;0;FALSE
>sp|P04264|K2C1_HUMAN Keratin, type II cytoskeletal 1 OS=Homo sapiens GN=KRT1 PE=1 SV=6;40;0.768933028;-0.668493164;8.68921225;6.573741697;2.189800577;4.317108013;-3.722350975;-5.586421534;0.050219932;7.6314769735;3.253454295;-4.6543862545;7.5812570415;3.203234363;-4.7046061865;0.000222597987937274;0.0229983395677456;0.00367070816110594;1;1;-1;TRUE
>sp|P13647|K2C5_HUMAN Keratin, type II cytoskeletal 5 OS=Homo sapiens GN=KRT5 PE=1 SV=3;12;0.044045689;-0.071469052;5.761247465;5.300583988;2.12735084;3.260171498;-1.422194787;-3.258717842;-0.0137116815;5.5309157265;2.693761169;-2.3404563145;5.544627408;2.7074728505;-2.326744633;0.000133700282458773;0.00830750909099466;0.0168059004239537;1;1;-1;TRUE
>sp|Q8VED5|K2C79_MOUSE Keratin, type II cytoskeletal 79 OS=Mus musculus GN=Krt79 PE=1 SV=2;3;2.455271202;-2.745627623;5.717847985;4.499154376;1.824207038;1.71769108;-4.879909957;-5.572266438;-0.1451782105;5.1085011805;1.770949059;-5.2260881975;5.253679391;1.9161272695;-5.080909987;0.00952014055045096;0.240789123381278;0.0111575655628493;1;1;-1;TRUE
>sp|P50446|K2C6A_MOUSE Keratin, type II cytoskeletal 6A OS=Mus musculus GN=Krt6a PE=1 SV=3;9;-0.952235747;0.688764298;4.129574596;4.640586799;2.866533455;3.709053864;-2.125440505;-3.108401054;-0.1317357245;4.3850806975;3.2877936595;-2.6169207795;4.516816422;3.419529384;-2.485185055;0.000439976698877847;0.00225329072720781;0.0115991087275112;1;1;-1;TRUE
>sp|P35527|K1C9_HUMAN Keratin, type I cytoskeletal 9 OS=Homo sapiens GN=KRT9 PE=1 SV=3;42.5;-0.578411232;0.685574445;7.644463941;1.433194151;-2.364246721;5.869787529;-4.581322252;-3.831104481;0.0535816065;4.538829046;1.752770404;-4.2062133665;4.4852474395;1.6991887975;-4.259794973;0.150894779046398;0.561280820658063;0.169595569018711;1;1;-1;TRUE
>sp|Q3TTY5|K22E_MOUSE Keratin, type II cytoskeletal 2 epidermal OS=Mus musculus GN=Krt2 PE=1 SV=1;7;2.610196505;-2.85884093;4.25975157;4.329039275;2.078394065;1.277813781;-4.445756717;-3.248678055;-0.1243222125;4.2943954225;1.678103923;-3.847217386;4.418717635;1.8024261355;-3.7228951735;0.0250417187739092;0.286597333715406;0.0481921237559817;1;1;-1;TRUE
>tr|A0A0S2Z428|A0A0S2Z428_HUMAN HCG2039812, isoform CRA_b (Fragment) OS=Homo sapiens GN=KRT6A PE=2 SV=1;5;-4.081531459;3.382088015;4.6943906;1.857458813;1.026933958;3.748969338;-0.65855816;-3.496036363;-0.349721722;3.2759247065;2.387951648;-2.0772972615;3.6256464285;2.73767337;-1.7275755395;0.172964371454641;0.289905655645094;0.493727673083147;1;1;-1;TRUE
>sp|P05787|K2C8_HUMAN Keratin, type II cytoskeletal 8 OS=Homo sapiens GN=KRT8 PE=1 SV=7;2;2.799219227;-3.2231771;2.321937193;4.236830608;1.753112877;2.166741482;-4.571970168;-4.880411717;-0.2119789365;3.2793839005;1.9599271795;-4.7261909425;3.491362837;2.171906116;-4.514212006;0.0836399467539809;0.250870240104666;0.034870747506092;1;1;-1;TRUE
>tr|Q32P04|Q32P04_MOUSE Keratin 5 OS=Mus musculus GN=Krt5 PE=1 SV=2;13;1.212284657;-1.320364172;1.672574377;2.115424623;1.515833185;2.330823684;-2.60748987;-3.971090151;-0.0540397574999999;1.8939995;1.9233284345;-3.2892900105;1.9480392575;1.977368192;-3.235250253;0.0728120300017072;0.0694563493989926;0.00974651550823662;1;1;-1;TRUE
>sp|P14211|CALR_MOUSE Calreticulin OS=Mus musculus GN=Calr PE=1 SV=1;22;2.794668332;-3.033771429;1.988571368;1.30138469;2.035245931;0.985747443;-3.449206871;-0.580431138;-0.1195515485;1.644978029;1.510496687;-2.0148190045;1.7645295775;1.6300482355;-1.895267456;0.361097596453434;0.396797050070882;0.328798073328657;1;1;-1;FALSE
>sp|P68433|H31_MOUSE Histone H3.1 OS=Mus musculus GN=Hist1h3a PE=1 SV=2;7;1.481367778;-1.493548709;6.837634548;5.642263663;2.721175533;-0.163348659;1.962938343;1.503844991;-0.00609046549999992;6.2399491055;1.278913437;1.733391667;6.246039571;1.2850039025;1.7394821325;0.00138334529308954;0.333170946464973;0.201937258383369;1;0;1;FALSE
>tr|Q61667|Q61667_MOUSE Histone H4 (Fragment) OS=Mus musculus PE=3 SV=1;1;-3.168120737;2.534688303;4.315812228;4.566374204;-1.06169538;-0.227543381;5.783198922;-1.471857107;-0.316716217;4.441093216;-0.6446193805;2.1556709075;4.757809433;-0.3279031635;2.4723871245;0.0967929300604835;0.898913049329874;0.353330605907299;1;0;1;FALSE
>tr|Q14DU1|Q14DU1_MOUSE Kelch-like 11 (Drosophila) OS=Mus musculus GN=Klhl11 PE=2 SV=1;1;-1.828073021;1.616802209;4.497637863;4.395311268;1.163546151;1.247293441;3.45705727;-0.17340866;-0.105635406;4.4464745655;1.205419796;1.641824305;4.5521099715;1.311055202;1.747459711;0.0136987331141839;0.380563603223247;0.252191426368112;1;0;1;FALSE
>sp|Q64524|H2B2E_MOUSE Histone H2B type 2-E OS=Mus musculus GN=Hist2h2be PE=1 SV=3;2;1.461354285;-1.526886823;4.317698596;4.256133585;2.21494176;-0.190837628;1.965244063;3.103916382;-0.0327662689999999;4.2869160905;1.012052066;2.5345802225;4.3196823595;1.044818335;2.5673464915;0.00700915220885218;0.395924918622642;0.0610937476142802;1;0;1;FALSE
>tr|B2RTM0|B2RTM0_MOUSE Histone H4 OS=Mus musculus GN=Hist2h4 PE=1 SV=1;11;1.358408592;-1.371556174;3.342001313;2.79445692;2.067566857;-0.672260395;1.949236285;1.642432968;-0.006573791;3.0682291165;0.697653231;1.7958346265;3.0748029075;0.704227022;1.8024084175;0.0297496495710963;0.554867357603635;0.155923459881269;1;0;1;FALSE
>sp|Q8BGP6|S2540_MOUSE Solute carrier family 25 member 40 OS=Mus musculus GN=Slc25a40 PE=1 SV=1;2;-2.543026115;2.196118851;5.156026299;-0.252194842;-0.315325465;0.908006983;2.319857993;0.783199642;-0.173453632;2.4519157285;0.296340759;1.5515288175;2.6253693605;0.469794391;1.7249824495;0.234602738425911;0.822880526340597;0.421463318640462;1;0;1;FALSE
>sp|Q99J99|THTM_MOUSE 3-mercaptopyruvate sulfurtransferase OS=Mus musculus GN=Mpst PE=1 SV=3;10;0.406750633;-0.288525985;2.409237832;2.609863681;0.902102833;1.384869647;3.64679808;3.030191921;0.059112324;2.5095507565;1.14348624;3.3384950005;2.4504384325;1.084373916;3.2793826765;0.00278484919825018;0.0884186777412632;0.00051373399417077;1;0;1;FALSE
>tr|Q3ULL6|Q3ULL6_MOUSE Protein Upf3b OS=Mus musculus GN=Upf3b PE=1 SV=1;1;-0.577592958;0.600604876;3.17484242;1.696772249;-0.990193391;0.369296143;4.587397098;-0.095903616;0.011505959;2.4358073345;-0.310448624;2.245746741;2.4243013755;-0.321954583;2.234240782;0.139512191477756;0.831512392622439;0.168523790279092;1;0;1;FALSE
>tr|Q3UBP0|Q3UBP0_MOUSE Adenylosuccinate synthetase isozyme 1 OS=Mus musculus GN=Adssl1 PE=2 SV=1;11;-0.848703549;0.829938531;2.541154885;2.166951538;1.086533657;0.498632131;2.658550809;1.620802671;-0.00938250899999998;2.3540532115;0.792582894;2.13967674;2.3634357205;0.801965403;2.149059249;0.0135733353292615;0.305695770637182;0.020644348425266;1;0;1;FALSE
>sp|P10649|GSTM1_MOUSE Glutathione S-transferase Mu 1 OS=Mus musculus GN=Gstm1 PE=1 SV=2;19;0.582879638;-0.616651373;2.453464354;2.168295758;1.33987253;0.040527393;3.17314218;2.125330324;-0.0168858675;2.310880056;0.6901999615;2.649236252;2.3277659235;0.707085829;2.6661221195;0.0142245530985377;0.360278025653941;0.00747535635481907;1;0;1;FALSE
